sample_index,source_index,jid,formula,nat,space_group_number,crystal_system,formation_energy_peratom,optb88vdw_bandgap,split
6345,77407,JVASP-121376,YbI2O,16,62,orthorhombic,-1.55217,1.85,train
6346,93298,JVASP-188886,Ti2GaC,4,160,trigonal,-0.7706,0.0,train
6347,15079,JVASP-94854,V2CoS4,7,12,monoclinic,-0.91839,0.0,train
6348,61388,JVASP-134370,CaCrF,3,187,hexagonal,-0.3529,0.0,train
6349,86858,JVASP-178576,Ca4Ge3Au5,12,8,monoclinic,-0.80633,0.0,train
6350,68364,JVASP-148910,ErB2Rh3,6,191,hexagonal,-0.7149,0.0,train
6351,46272,JVASP-16823,CrTe4Au,6,10,monoclinic,-0.11606,0.0,train
6352,29487,JVASP-9082,Ga2O3,10,167,trigonal,-1.98874,2.694,train
6353,25359,JVASP-33069,SbH3OF6,44,199,cubic,-1.87909,4.658,train
6354,7415,JVASP-87882,ScSnPd,18,190,hexagonal,-0.84706,0.0,train
6355,37811,JVASP-37209,SiSnO3,5,221,cubic,-1.90242,1.368,train
6356,505,JVASP-107742,Sm2Ge3,5,187,hexagonal,-0.56672,0.0,train
6357,57895,JVASP-127761,CdN,2,187,hexagonal,1.06182,0.0,train
6358,12946,JVASP-98965,BaLiSb,6,194,hexagonal,-1.0261,0.749,train
6359,81361,JVASP-163777,Na4Cu6O5,30,190,hexagonal,-0.98703,0.93,train
6360,38238,JVASP-46948,Na4Ni3O7,28,148,trigonal,-1.32655,0.0,train
6361,64636,JVASP-131998,La3F,4,164,trigonal,-1.32917,0.0,train
6362,21284,JVASP-106430,K2AlAuI6,10,225,cubic,-0.78587,0.0,train
6363,29465,JVASP-36327,NaN,2,225,cubic,1.09317,0.0,train
6364,25300,JVASP-9548,Mg2Bi2O5,18,14,monoclinic,-1.86693,1.613,train
6365,21126,JVASP-18808,YAlSi,6,63,orthorhombic,-0.64328,0.0,train
6366,30664,JVASP-29803,CdH2O2,5,164,trigonal,-1.07797,1.795,train
6367,81582,JVASP-171619,PPd4,15,6,monoclinic,-0.3353,0.0,train
6368,39870,JVASP-76979,LiPRh2,4,12,monoclinic,-0.16293,0.0,train
6369,60484,JVASP-144650,SmV2BiO8,12,119,tetragonal,-2.66794,2.773,train
6370,29082,JVASP-81986,Be2PdRu,4,71,orthorhombic,0.48857,0.0,train
6371,49698,JVASP-112036,H3C6S2NO,13,1,triclinic,-0.00804,0.942,train
6372,72775,JVASP-145901,NiMo4O15,20,2,triclinic,-1.59922,0.0,train
6373,58608,JVASP-129452,CrCl,2,221,cubic,0.16406,0.0,train
6374,23215,JVASP-52248,Li2BiO3,6,12,monoclinic,-1.65766,0.0,train
6375,24569,JVASP-9729,SrZnO2,16,62,orthorhombic,-2.32004,2.391,train
6376,55003,JVASP-121990,Nb3VSe6,20,182,hexagonal,-0.87006,0.0,train
6377,55736,JVASP-123212,Er3Ir,4,164,trigonal,-0.41326,0.0,train
6378,41986,JVASP-9286,ZnSn4O8,13,8,monoclinic,-1.595,1.513,train
6379,62895,JVASP-133536,MgCrFeS4,14,74,orthorhombic,-0.82989,0.0,train
6380,16914,JVASP-100748,PmNd,2,187,hexagonal,0.02734,0.0,train
6381,2565,JVASP-42959,Li4Mn3SbO8,16,166,trigonal,-1.81229,0.0,train
6382,41065,JVASP-20586,TbC2,3,139,tetragonal,-0.3407,0.0,train
6383,35653,JVASP-19597,HfRh3,4,221,cubic,-0.768,0.0,train
6384,57251,JVASP-126269,Ni3Ag,4,221,cubic,0.22593,0.0,train
6385,57787,JVASP-126413,PmPb3,4,221,cubic,-0.384,0.0,train
6386,56335,JVASP-128364,Yb3Pm,4,221,cubic,0.0969,0.0,train
6387,14385,JVASP-99699,K2YAgI6,10,225,cubic,-1.17143,2.71,train
6388,26586,JVASP-78337,Si,1,139,tetragonal,0.66026,0.0,train
6389,74102,JVASP-145937,RbZnN,12,62,orthorhombic,-0.02332,0.544,train
6390,69298,JVASP-151344,LaNiO3,10,167,trigonal,-2.43338,0.0,train
6391,58173,JVASP-126522,TaPd3,4,221,cubic,-0.31609,0.0,train
6392,78754,JVASP-162806,Sr3Ga2Sn2,7,71,orthorhombic,-0.66973,0.0,train
6393,74728,JVASP-153692,KV4O8,13,87,tetragonal,-2.54907,0.0,train
6394,42082,JVASP-22462,BaSb12Ru4,17,204,cubic,-0.30818,0.0,train
6395,21914,JVASP-107097,CrPSe3,10,12,monoclinic,-0.25856,0.0,train
6396,36298,JVASP-40092,CaNdZn2,4,225,cubic,-0.37238,0.0,train
6397,67268,JVASP-134551,SeClO2,4,99,tetragonal,-0.03579,0.0,train
6398,78894,JVASP-168091,LaMg,2,123,tetragonal,-0.16682,0.0,train
6399,79699,JVASP-184447,ScSi2Ni,4,216,cubic,-0.13413,0.0,train
6400,54596,JVASP-119938,BaCO,3,99,tetragonal,-0.30048,0.0,val
6401,42831,JVASP-109013,MoO3,8,63,orthorhombic,-2.07496,0.09,val
6402,26130,JVASP-50021,CaPbI4,6,65,orthorhombic,-1.12853,2.663,val
6403,74331,JVASP-154862,SO2F2,20,92,tetragonal,-1.5121,5.836,val
6404,4407,JVASP-69252,BaCuNi2,4,123,tetragonal,0.48176,0.0,val
6405,67570,JVASP-132218,HeMn28,29,217,cubic,0.14997,0.0,val
6406,49904,JVASP-116604,Nb5Si3N,18,193,hexagonal,-0.72949,0.0,val
6407,93497,JVASP-189761,TiVB4,6,191,hexagonal,-0.87753,0.0,val
6408,20848,JVASP-107516,TePdSe,3,156,trigonal,-0.31809,0.0,val
6409,79390,JVASP-163733,TiCuP2O8,24,11,monoclinic,-2.23754,0.288,val
6410,17987,JVASP-102302,ThSiRu2C,10,63,orthorhombic,-0.62699,0.0,val
6411,53333,JVASP-118605,LiNbTe,3,6,monoclinic,0.27335,0.0,val
6412,11339,JVASP-71580,LiBe2Rh,4,99,tetragonal,-0.13258,0.0,val
6413,71944,JVASP-157065,Yb2SnGe,4,225,cubic,-0.65838,0.0,val
6414,39002,JVASP-46014,TmHO2,16,14,monoclinic,-2.83714,5.046,val
6415,88183,JVASP-173476,Sr2CaI6,18,14,monoclinic,-1.75314,3.731,val
6416,11085,JVASP-94238,Mg6FeW,8,38,orthorhombic,0.22978,0.0,val
6417,61386,JVASP-133137,DyAlPt,12,62,orthorhombic,-1.20723,0.0,val
6418,77519,JVASP-155038,BaBiO3,20,55,orthorhombic,-1.77731,0.5,val
6419,31181,JVASP-29137,Te6Mo3WSe2,12,156,trigonal,-0.24665,0.256,val
6420,22076,JVASP-15340,NdAg2Ge2,5,139,tetragonal,-0.41582,0.0,val
6421,50562,JVASP-113012,Nd3In4Ge,16,140,tetragonal,-0.61703,0.0,val
6422,31328,JVASP-35848,CoPPd,6,129,tetragonal,-0.56247,0.0,val
6423,50167,JVASP-115103,RbIO,3,6,monoclinic,-0.78132,0.54,val
6424,70412,JVASP-154084,LaCuS2,16,14,monoclinic,-1.61903,1.174,val
6425,71166,JVASP-155308,TiIn2Br6,9,225,cubic,-1.03069,1.289,val
6426,19575,JVASP-101873,SnH14C8O4,27,2,triclinic,-0.38983,4.541,val
6427,78323,JVASP-179392,Rb2FeS2,5,71,orthorhombic,-0.85897,0.0,val
6428,36051,JVASP-58253,BaAlBO3F2,16,176,hexagonal,-3.40633,6.646,val
6429,92535,JVASP-193316,RuOs3,8,194,hexagonal,-0.02036,0.0,val
6430,49099,JVASP-116187,NaIO,3,187,hexagonal,-0.03877,0.0,val
6431,25350,JVASP-10651,CaV2O4,14,160,trigonal,-2.55867,0.0,val
6432,47098,JVASP-57702,GaMo4S8,13,216,cubic,-0.88024,0.0,val
6433,63012,JVASP-137115,NbCl2,3,47,orthorhombic,-0.79892,0.0,val
6434,13548,JVASP-71974,Mn2BePd,4,139,tetragonal,0.0198,0.0,val
6435,6716,JVASP-73555,Be2CrMo,4,119,tetragonal,0.09781,0.0,val
6436,29756,JVASP-9991,NaCSN,16,62,orthorhombic,-0.44714,4.134,val
6437,4140,JVASP-92221,LiNdS2,8,141,tetragonal,-1.92481,1.868,val
6438,78013,JVASP-164344,SrEr2O4,28,62,orthorhombic,-3.6741,3.817,val
6439,36460,JVASP-37666,RbTmO3,5,221,cubic,-2.16642,0.0,val
6440,18712,JVASP-18525,Rb2WBr6,9,225,cubic,-1.14395,0.0,val
6441,44093,JVASP-109952,ErMgAu2,4,225,cubic,-0.86068,0.0,val
6442,89658,JVASP-192079,LiGa2Ru,4,123,tetragonal,-0.38319,0.0,val
6443,27172,JVASP-76788,Y2HgRu,4,71,orthorhombic,0.08544,0.0,val
6444,76402,JVASP-155005,BaFeCuF7,20,9,monoclinic,-2.65447,0.305,val
6445,47025,JVASP-27531,Ca5Al2Sb6,26,55,orthorhombic,-0.8694,0.209,val
6446,2892,JVASP-42559,Na4CrO3,16,9,monoclinic,-1.52519,0.411,val
6447,6713,JVASP-67748,LiBeOs2,4,216,cubic,-0.02652,0.0,val
6448,72798,JVASP-150823,LaFeO3,10,148,trigonal,-2.6732,0.0,val
6449,65668,JVASP-134494,TlCdO2,4,166,trigonal,-0.84504,0.0,val
6450,75567,JVASP-156422,MgGeAu,3,216,cubic,-0.3771,0.0,val
6451,1676,JVASP-65044,BePdBr4,6,216,cubic,1.07013,0.0,val
6452,93734,JVASP-187932,MnOs,4,51,orthorhombic,-0.04952,0.0,val
6453,80882,JVASP-171573,Tb3Si3Ni,7,44,orthorhombic,-0.76938,0.0,val
6454,66175,JVASP-137750,TiCrO3,20,62,orthorhombic,-2.48297,0.0,val
6455,45924,JVASP-17640,CeInPd2,8,194,hexagonal,-0.71708,0.0,val
6456,58630,JVASP-126647,HeTm,2,187,hexagonal,0.84299,0.0,val
6457,79872,JVASP-176745,Zr2Ni7,9,12,monoclinic,-0.4816,0.0,val
6458,59552,JVASP-143186,Sn2SeS2,20,62,orthorhombic,-0.45884,0.419,val
6459,15944,JVASP-18447,Te2AuI,8,51,orthorhombic,-0.09904,0.0,val
6460,45904,JVASP-51607,In2SiAg2Se6,22,9,monoclinic,-0.39682,0.365,val
6461,29065,JVASP-49888,LuCu2O4,14,88,tetragonal,-1.90467,0.0,val
6462,59612,JVASP-143194,Mo3PdPtN,24,198,cubic,-0.36143,0.0,val
6463,43724,JVASP-20843,Sc2Ni12P7,21,174,hexagonal,-0.72506,0.0,val
6464,28796,JVASP-36032,TmSb,2,221,cubic,-0.73888,0.0,val
6465,50673,JVASP-115416,NaLiAs,3,187,hexagonal,-0.36846,0.0,val
6466,87025,JVASP-162027,SmGePt,12,62,orthorhombic,-1.12581,0.0,val
6467,19354,JVASP-102615,RbScCl3,10,194,hexagonal,-2.09219,0.0,val
6468,12261,JVASP-94918,La2FeSe2O2,7,12,monoclinic,-2.34049,0.322,val
6469,78405,JVASP-178683,MnBeSi2,4,99,tetragonal,-0.04099,0.0,val
6470,61091,JVASP-101449,TbNdCo4,6,216,cubic,-0.14916,0.0,val
6471,12434,JVASP-105985,SrZnSi,3,187,hexagonal,-0.47623,0.0,val
6472,86898,JVASP-185729,ZrF2,3,115,tetragonal,-2.64233,0.0,val
6473,83155,JVASP-179548,BaYBi2,4,123,tetragonal,-0.65366,0.0,val
6474,80714,JVASP-180167,MgSiNi2,4,99,tetragonal,-0.21157,0.0,val
6475,60788,JVASP-141395,TiNb2O7,30,8,monoclinic,-2.85965,1.965,val
6476,6297,JVASP-66042,Ba4CuOs,6,216,cubic,1.2364,0.0,val
6477,80244,JVASP-168855,ZrTiPb2O6,10,8,monoclinic,-2.61316,2.801,val
6478,78601,JVASP-178299,HoFe10Si2,13,71,orthorhombic,-0.23941,0.0,val
6479,28180,JVASP-81731,SrHg2Pb,4,71,orthorhombic,-0.08084,0.0,val
6480,56491,JVASP-128429,MnTe2,3,164,trigonal,-0.1879,0.0,val
6481,21076,JVASP-19083,BaY2O4,28,62,orthorhombic,-3.57585,3.324,val
6482,58793,JVASP-129552,ZrIn,2,123,tetragonal,-0.33578,0.0,val
6483,66298,JVASP-134808,RbNiF3,5,221,cubic,-2.31282,0.348,val
6484,82833,JVASP-175925,AgP6Pb9O25,41,143,trigonal,-1.91247,0.0,val
6485,19243,JVASP-12909,P3Ru,16,2,triclinic,-0.5147,0.978,val
6486,19574,JVASP-28644,MoWSe3S,12,156,trigonal,-0.65065,0.461,val
6487,89129,JVASP-175941,LiV3O6,10,146,trigonal,-2.54124,0.0,val
6488,20546,JVASP-104971,BeZn3O4,8,121,tetragonal,-1.93387,1.665,val
6489,45777,JVASP-21450,SmB2C2,10,127,tetragonal,-0.50496,0.0,val
6490,733,JVASP-64266,Ba4NbPb,6,216,cubic,0.74548,0.0,val
6491,32660,JVASP-5326,Sc2Co3Si,12,194,hexagonal,-0.62856,0.0,val
6492,7868,JVASP-66852,CaBeGe,3,107,tetragonal,0.01018,0.0,val
6493,41365,JVASP-42982,Li2Mn2FeO6,22,64,orthorhombic,-1.85797,0.218,val
6494,79156,JVASP-184923,Rb2F,3,2,triclinic,-1.84711,0.0,val
6495,27933,JVASP-80012,YbInAg2,4,225,cubic,-0.41011,0.0,val
6496,4747,JVASP-66111,Ba4CdIr,6,216,cubic,0.72609,0.0,val
6497,87672,JVASP-182389,BOF,3,187,hexagonal,-1.59381,2.473,val
6498,35311,JVASP-39122,MgCu,2,221,cubic,-0.13479,0.0,val
6499,28206,JVASP-80357,Mn2SiW,4,71,orthorhombic,0.54948,0.0,val
6500,34805,JVASP-15859,V2AsC,8,194,hexagonal,-0.55168,0.0,val
6501,57325,JVASP-127411,InGe7,8,215,cubic,0.06545,0.0,val
6502,80903,JVASP-163440,Be2Te7Cl6,30,58,orthorhombic,-0.72391,1.182,val
6503,46006,JVASP-16768,PrAl3,8,194,hexagonal,-0.47735,0.0,val
6504,2385,JVASP-97609,Sc3Co,32,62,orthorhombic,-0.27598,0.0,val
6505,6671,JVASP-91729,CeMnAsO,8,129,tetragonal,-1.83763,0.0,val
6506,21372,JVASP-106527,Ho2OsRh,4,225,cubic,-0.62063,0.0,val
6507,56193,JVASP-126880,CeAu3,4,221,cubic,-0.4795,0.0,val
6508,47349,JVASP-44403,Li4Cr3O8,15,1,triclinic,-2.15321,0.0,val
6509,11265,JVASP-71123,Ti2BeFe,4,99,tetragonal,-0.15697,0.0,val
6510,24059,JVASP-11416,Li3AuS2,12,72,orthorhombic,-1.14767,2.126,val
6511,53925,JVASP-120154,MnTlF3,5,221,cubic,-2.25707,1.361,val
6512,69730,JVASP-149229,KO2,6,74,orthorhombic,-0.982,0.0,val
6513,25143,JVASP-54898,SrCo2As2,5,139,tetragonal,-0.63573,0.0,val
6514,54188,JVASP-117604,BaMgTe,3,38,orthorhombic,-0.51566,0.0,val
6515,34134,JVASP-41504,Tm2MgIr,4,225,cubic,-0.55104,0.0,val
6516,42051,JVASP-16429,Tb3Al,4,221,cubic,-0.21592,0.0,val
6517,24389,JVASP-8382,YCrF5,7,71,orthorhombic,-3.29586,0.339,val
6518,26569,JVASP-78753,MgScTl,3,216,cubic,0.2033,0.0,val
6519,80037,JVASP-165541,CeNi5Sn,28,194,hexagonal,-0.40463,0.0,val
6520,42713,JVASP-12357,In6Ga2PtO8,17,225,cubic,-1.56444,0.664,val
6521,50244,JVASP-112894,LiCeSi2,16,62,orthorhombic,-0.58008,0.0,val
6522,22679,JVASP-107679,NaY3,4,139,tetragonal,0.2777,0.0,val
6523,62379,JVASP-135764,NaBN2,4,166,trigonal,0.60265,0.0,val
6524,55620,JVASP-121297,LiAuF4,6,65,orthorhombic,-1.70069,0.0,val
6525,138,JVASP-98438,PH5N2O4,48,19,orthorhombic,-0.69247,0.0,val
6526,66127,JVASP-134803,AlCN,3,160,trigonal,0.61499,0.0,val
6527,43051,JVASP-109892,Rb2LiMoCl6,10,225,cubic,-1.64739,1.299,val
6528,38385,JVASP-37465,Tm3Si,8,194,hexagonal,-0.25398,0.0,val
6529,18908,JVASP-101033,YbF3,4,139,tetragonal,-3.25415,0.0,val
6530,302,JVASP-97854,AgNO3,10,1,triclinic,-0.10368,0.861,val
6531,2264,JVASP-86987,SrB2Rh2,10,70,orthorhombic,-0.59651,0.0,val
6532,72317,JVASP-149342,LaMnGe,6,129,tetragonal,-0.46744,0.0,val
6533,67450,JVASP-134050,NaBeH2,4,119,tetragonal,0.55579,0.0,val
6534,90339,JVASP-190906,FeSi,2,221,cubic,-0.3822,0.0,val
6535,88629,JVASP-166068,TbBaAgS3,12,12,monoclinic,-1.76475,1.004,val
6536,57811,JVASP-127724,CdB,2,187,hexagonal,1.35307,0.0,val
6537,57229,JVASP-127368,CrTc,2,221,cubic,0.06323,0.0,val
6538,47761,JVASP-55230,LaFe4P12,17,204,cubic,-0.63789,0.0,val
6539,35185,JVASP-38911,PrGeRu,6,129,tetragonal,-0.63426,0.0,val
6540,38589,JVASP-46198,Li2FeNiP2O8,28,11,monoclinic,-2.01902,0.0,val
6541,27019,JVASP-36261,MgNiH,3,123,tetragonal,-0.2189,0.0,val
6542,29068,JVASP-80462,SrLi2In,4,166,trigonal,-0.27088,0.0,val
6543,91609,JVASP-189325,CoGe2,3,225,cubic,-0.12406,0.0,val
6544,48696,JVASP-103366,RbP2Ru2,5,139,tetragonal,-0.62892,0.0,val
6545,81012,JVASP-184027,Li2GaN2,5,164,trigonal,-0.26804,0.0,val
6546,83120,JVASP-182951,TiCrTe2,4,99,tetragonal,-0.17826,0.0,val
6547,59348,JVASP-141555,Ni3As2O8,26,64,orthorhombic,-1.0458,0.314,val
6548,23359,JVASP-52866,B4C,15,166,trigonal,-0.05383,1.66,val
6549,89744,JVASP-190888,Al2PdRh,4,123,tetragonal,-0.95011,0.0,val
6550,84825,JVASP-179597,BaZnPb2,4,99,tetragonal,-0.25288,0.0,val
6551,23820,JVASP-45730,HoZnBi2O6,20,31,orthorhombic,-1.88373,0.0,val
6552,37701,JVASP-37371,SrAc3,4,139,tetragonal,0.04098,0.0,val
6553,26486,JVASP-28447,DyTe3,8,63,orthorhombic,-0.58943,0.0,val
6554,38940,JVASP-11233,Mg2V3O8,13,12,monoclinic,-2.6832,0.0,val
6555,32971,JVASP-95,CdS,4,186,hexagonal,-0.67015,1.056,val
6556,82182,JVASP-165620,InH5NOF4,24,2,triclinic,-1.47386,4.923,val
6557,5021,JVASP-66157,Ba4HfTa,6,216,cubic,1.45541,0.0,val
6558,59223,JVASP-137358,BaSr3Zr4Se12,20,6,monoclinic,-1.72597,0.271,val
6559,23286,JVASP-51219,BeInSi2,4,216,cubic,0.77979,0.0,val
6560,64409,JVASP-124759,Tb8Mg,9,164,trigonal,0.00655,0.0,val
6561,17175,JVASP-100661,CrAgP2Se6,10,5,monoclinic,-0.2082,0.572,val
6562,61587,JVASP-138679,BaF,2,221,cubic,-2.36421,0.0,val
6563,6064,JVASP-67657,Na2BeIr,4,216,cubic,0.38434,0.0,val
6564,69811,JVASP-145488,SrFe5N4,20,59,orthorhombic,-0.14426,0.0,val
6565,18041,JVASP-100898,K2HgAsI6,10,225,cubic,-0.65703,0.0,val
6566,54848,JVASP-121273,AsSeBr,3,216,cubic,0.50641,0.0,val
6567,50535,JVASP-112997,Y6RhI10,17,2,triclinic,-1.33549,0.0,val
6568,8849,JVASP-69740,Be2PdSe,4,123,tetragonal,-0.02652,0.0,val
6569,48030,JVASP-110745,AlCd3,4,139,tetragonal,0.08208,0.0,val
6570,67978,JVASP-139480,AlTlO2,4,166,trigonal,-2.12527,0.0,val
6571,27922,JVASP-50097,Sc2O3,10,167,trigonal,-3.78164,4.187,val
6572,52511,JVASP-119288,LiGaW2O8,24,13,monoclinic,-2.20764,0.697,val
6573,9863,JVASP-86723,LiBH2,16,62,orthorhombic,0.1788,0.534,val
6574,91472,JVASP-188684,TiMo,4,74,orthorhombic,-0.13957,0.0,val
6575,13668,JVASP-74697,K2BeSb,4,119,tetragonal,0.22532,0.0,val
6576,65340,JVASP-124873,NbC3,4,187,hexagonal,1.90579,0.0,val
6577,73690,JVASP-145924,TbNaTi2O6,20,31,orthorhombic,-3.28147,2.394,val
6578,34837,JVASP-39276,LiCe2Ru,4,225,cubic,-0.09436,0.0,val
6579,32271,JVASP-58326,LiAlSi2O6,20,15,monoclinic,-2.97302,5.78,val
6580,37050,JVASP-106993,Yb2ZnAg,4,225,cubic,-0.45752,0.0,val
6581,21598,JVASP-106760,PrGePd,6,12,monoclinic,-0.87376,0.0,val
6582,48240,JVASP-110466,Sc2PdRh,4,225,cubic,-0.99276,0.0,val
6583,49415,JVASP-114606,BeCdSb,3,25,orthorhombic,0.35967,0.0,val
6584,19027,JVASP-104110,H3C7NO,24,1,triclinic,-0.05793,1.88,val
6585,67417,JVASP-141777,MgTl6Si2O7,16,1,triclinic,-1.55295,1.03,val
6586,74935,JVASP-146514,Bi4S3N2,18,58,orthorhombic,0.00424,0.411,val
6587,57762,JVASP-122509,CoSeO4,12,63,orthorhombic,-0.69306,0.076,val
6588,77823,JVASP-180418,CaCrO,3,187,hexagonal,-0.7913,0.0,val
6589,76461,JVASP-133069,KW3O9,13,183,hexagonal,-2.27454,0.0,val
6590,506,JVASP-98097,Zr3Al3C5,22,194,hexagonal,-0.68678,0.0,val
6591,12947,JVASP-93878,YbCuPb,6,194,hexagonal,-0.40037,0.0,val
6592,12264,JVASP-72003,BeIrBr,3,156,trigonal,0.21171,0.0,val
6593,46802,JVASP-9120,ScSn2,12,141,tetragonal,-0.47697,0.0,val
6594,35560,JVASP-35492,AgWS4N,7,82,tetragonal,0.32465,0.0,val
6595,5840,JVASP-66202,Ba4ZrV,6,216,cubic,1.37705,0.0,val
6596,90270,JVASP-191768,Zr2P,6,140,tetragonal,-1.05949,0.0,val
6597,15413,JVASP-93311,NaZnN,6,186,hexagonal,-0.11702,0.0,val
6598,34730,JVASP-25326,P,2,74,orthorhombic,0.06344,0.0,val
6599,37969,JVASP-29398,VF4,10,14,monoclinic,-2.89253,0.424,val
6600,66387,JVASP-135884,BaSbO,3,6,monoclinic,-1.2149,0.0,val
6601,72202,JVASP-153264,Sr2VFeAsO3,16,129,tetragonal,-2.19274,0.0,val
6602,54036,JVASP-120201,Ga2P,3,47,orthorhombic,0.06429,0.0,val
6603,1249,JVASP-85718,BaTiO3,5,38,orthorhombic,-2.50585,0.294,val
6604,88405,JVASP-175880,MnTe6O13,40,148,trigonal,-1.16916,1.055,val
6605,85012,JVASP-180323,CaAgGe,3,187,hexagonal,-0.54286,0.0,val
6606,77401,JVASP-159757,LaPPdO,8,129,tetragonal,-2.04507,0.0,val
6607,9004,JVASP-53515,Mn2SbTe,8,58,orthorhombic,0.29856,0.0,val
6608,52018,JVASP-117297,LiCoSiO4,28,33,orthorhombic,-2.0311,0.141,val
6609,66863,JVASP-144347,NbCrGe,12,38,orthorhombic,-0.08641,0.0,val
6610,37441,JVASP-38910,Pr2IrAu,4,225,cubic,-0.74591,0.0,val
6611,1141,JVASP-98372,CeSi3N5,36,19,orthorhombic,-1.33783,0.042,val
6612,15497,JVASP-99822,MnZnPt2,4,225,cubic,-0.39761,0.0,val
6613,1607,JVASP-64362,Ba4NaSb,6,216,cubic,0.10784,0.0,val
6614,66227,JVASP-136409,SbClO,3,6,monoclinic,0.05445,0.0,val
6615,32214,JVASP-56537,AgBiTe2,12,164,trigonal,-0.07294,0.0,val
6616,21726,JVASP-105559,MgCu2O3,6,123,tetragonal,-1.26473,0.0,val
6617,10317,JVASP-71654,BeCr2Re,4,119,tetragonal,0.15075,0.0,val
6618,56393,JVASP-128387,Yb3Th,4,221,cubic,0.2158,0.0,val
6619,66294,JVASP-134231,ZnBiO3,5,146,trigonal,-1.11989,0.0,val
6620,53783,JVASP-120081,InGeCl2,4,99,tetragonal,-0.42269,0.0,val
6621,86469,JVASP-183841,LaFeO,3,187,hexagonal,-0.96357,0.0,val
6622,49026,JVASP-114428,AsSF2,4,99,tetragonal,-0.96138,0.0,val
6623,80377,JVASP-186506,HfGa4Ru,6,123,tetragonal,-0.23595,0.0,val
6624,81786,JVASP-176086,NaAsF6,8,225,cubic,-2.40852,4.896,val
6625,16796,JVASP-1540,Al2Os,3,139,tetragonal,-0.58309,0.368,val
6626,79977,JVASP-180146,LiRu2O3,6,164,trigonal,-0.99579,0.0,val
6627,3948,JVASP-63714,TbCrB4,24,55,orthorhombic,-0.66445,0.256,val
6628,10752,JVASP-15082,SbPt,4,194,hexagonal,-0.37457,0.0,val
6629,7530,JVASP-67935,KBeNb2,4,119,tetragonal,1.28396,0.0,val
6630,3150,JVASP-88639,SrNiGe2,8,63,orthorhombic,-0.57244,0.0,val
6631,69911,JVASP-154311,TiNi3,16,194,hexagonal,-0.5224,0.0,val
6632,78139,JVASP-164019,GaMo4S8,13,216,cubic,-0.87767,0.0,val
6633,81728,JVASP-179135,BaLi2Sb,4,99,tetragonal,-0.43664,0.0,val
6634,45265,JVASP-43392,ZrO2,6,136,tetragonal,-3.64049,3.598,val
6635,60757,JVASP-136243,CaB,2,187,hexagonal,1.5836,0.0,val
6636,54089,JVASP-120219,HCl2,3,10,monoclinic,-0.0923,0.0,val
6637,37064,JVASP-12687,LiCrPO4F,16,2,triclinic,-2.45482,1.05,val
6638,28203,JVASP-79441,YbKS2,4,166,trigonal,-1.51854,0.0,val
6639,53218,JVASP-119097,K3Mo3C3Se4N2,30,87,tetragonal,-0.5625,0.086,val
6640,3882,JVASP-69043,BaRu2Pt,4,123,tetragonal,0.8247,0.0,val
6641,64716,JVASP-136360,LiPCl,3,187,hexagonal,0.00082,0.0,val
6642,18845,JVASP-106453,Na2AlHgCl6,10,225,cubic,-1.24501,0.0,val
6643,58181,JVASP-127992,Nd3N,4,164,trigonal,-0.73815,0.0,val
6644,2165,JVASP-36936,CuAgF3,10,167,trigonal,-1.41199,0.0,val
6645,52601,JVASP-117972,CaGaH,3,187,hexagonal,0.40654,0.0,val
6646,71876,JVASP-153534,DyGaPt,12,62,orthorhombic,-1.14595,0.0,val
6647,10754,JVASP-44621,Li5Mn3Nb2O10,20,2,triclinic,-2.16312,0.0,val
6648,22015,JVASP-12128,Sr2FeBrO3,14,129,tetragonal,-2.38774,0.0,val
6649,74447,JVASP-146662,Ta2Au,30,136,tetragonal,-0.06351,0.0,val
6650,68602,JVASP-155387,Cu2NiSnS4,8,121,tetragonal,-0.36953,0.0,val
6651,89249,JVASP-164720,La3GaO6,20,36,orthorhombic,-3.34769,3.814,val
6652,7548,JVASP-86950,Ba2CaCu2HgO6,12,123,tetragonal,-1.84779,0.0,val
6653,81695,JVASP-183278,MgRh2,3,71,orthorhombic,-0.24251,0.0,val
6654,80182,JVASP-176377,TiP2W,4,44,orthorhombic,-0.68073,0.0,val
6655,60518,JVASP-142772,SrLaMgTaO6,20,7,monoclinic,-3.41402,4.064,val
6656,74705,JVASP-150654,BaNiO3,10,194,hexagonal,-1.90673,1.065,val
6657,10303,JVASP-71300,BeSn2P,4,99,tetragonal,0.20878,0.0,val
6658,71633,JVASP-157055,Yb2LaCe,4,225,cubic,0.21979,0.0,val
6659,76631,JVASP-158681,La2Bi,6,139,tetragonal,-0.77155,0.0,val
6660,58243,JVASP-129313,NaSc,2,187,hexagonal,0.32982,0.0,val
6661,59187,JVASP-125496,Al3Cu,4,221,cubic,-0.04842,0.0,val
6662,28470,JVASP-79453,HoAu,4,63,orthorhombic,-0.96109,0.0,val
6663,223,JVASP-48922,Li2Mn2F7,22,2,triclinic,-2.70704,0.159,val
6664,23088,JVASP-19101,Ca2Nb2O7,22,227,cubic,-3.05098,1.407,val
6665,79465,JVASP-179432,GePb3O,5,221,cubic,-0.26187,0.0,val
6666,18951,JVASP-105349,YFeNi4,6,187,hexagonal,-0.29588,0.0,val
6667,8283,JVASP-86270,Ce3Sb3Au2,16,194,hexagonal,-0.8848,0.0,val
6668,31491,JVASP-22976,CaTiGeO5,32,14,monoclinic,-2.8127,2.783,val
